585,869,887,918,924,981,1004,1054,1068,2284331,2490553,2490794,2491205,2491214,2529047,2529122,2529130,2529137,2529140,2529183,2529205,2529458,2529622,2566081,2566106,2566110,2566186,2566453,2569044,2590093,2593770,2955898,2984741,2987869,2987891,2988756,2998927,2998928,2998938,2999035,2999101,3054590,3056672,3056730,3058892,3058893,3058895,3058901,3058902,3058908,3065570,3099025,3099736,3102133,3142010,3142055,3142086,3142191,3142250,3142255,3142327,3142948,3143510,3146151,3149391,3156318,3904576,3904577,3906753,3906972,3907781,3913881,3913903,3916514,3917450,3917453,3922628,3934218,4038390,4065759,4065760,4065820,4065870,4066527,4066533,4066548,4066553,4066585,4068042,4068159,4068161,4257500,4280850,4280892,4281183,4281190,4281253,4281929,4282168,4282173,4398567,4398591,4398674,4398726,4398729,4398751,4398752,4398764,4398768,4398776,4398779,4398829,4398899,4398907,4398911,4398915,4398935,4398938,4398966,4399114,4399415,4420318,4422426,4432830,4432831,4432832,4432834,4432841,4432864,4432865,4433293,4433386,4433402,4433403,4433404,4433405,4433408,4433468,4433630,4433633,4433635,4433661,4594527,4595236,4595910,4683006,5017721,5017726,5105752,5106150,5130672,5209660
1.48133226,-2.039564326,-0.311888527,-2.170372137,-0.454006394,0.712629635,-2.876960428,0.24878394,-0.190556087,7.275008559,0.123447307,0.950180943,-0.088906559,-0.237432799,-1.461773616,0.326269965,-3.961802434,-0.678614868,-1.805454341,-0.484418562,-0.33865994,-0.89052725,0.37385592,1.874457505,-1.821690688,0.383714366,0.755962809,1.959312029,-5.370363717,-0.917052554,0.491358269,-2.072113173,0.283186558,-0.65182997,-1.419796475,5.029484853,-1.655606169,-1.511815616,-1.031423279,-0.416445099,-0.48077625,-3.864607251,1.692946453,-2.466318065,-1.870780732,0.238619283,2.12429841,-0.971607235,-3.077920114,-3.054679655,0.928561986,3.073261007,-1.026251847,-0.906874015,-4.661214181,-1.333080272,0.316189197,-0.267410194,4.817553682,-1.585150577,-4.236542406,0.565520983,-4.985406214,-1.096551746,-2.421764008,-0.040608787,-2.16628693,-0.708421374,-0.006158989,-0.394281563,-1.411981435,-0.807088855,-1.77441672,-2.321717794,2.748887672,-2.247293597,1.579945644,-1.75480049,1.020645405,-3.73248717,-1.219636005,-5.851376446,1.181442688,1.536132408,0.780415087,0.36468916,2.137480066,-0.961994271,-1.252052259,1.164285571,1.706691521,-0.178901828,1.070960347,-1.591705236,-4.448981464,-3.636247899,-2.678891687,-1.18551E+14,0.901580321,1.22107119,7.021243563,-3.423137558,0.987685734,23.24744426,0.043093906,0.803362735,-3.110645609,-2.069347879,0.344560488,-1.807945918,-0.416419719,-2.133735272,-8.247443003,-1.556684686,-1.923123087,-3.416473181,-1.872694145,-0.404373031,3.069384658,-5.230844965,1.575538058,-0.02026195,-3.516177196,-2.075233472,-1.973937277,-3.7655935,-7.478248874,-12.9968562,-6.689910702,-1.448084238,1.281386256,3.106880409,2.972629157,-0.431166706,-2.210563475,-0.276187493,-1.642616669,7.645413551,-0.720818518,12.45626812,-5.433382818,2.637701438,-0.85316562,-4.743407774,-2.830483005,-0.325271644,1.428237138,-1.808273758,5.446669584,-3.111671852,1.165776766,-1.469428374
